Edge 	Weight
5316 - 13413 	3396 
146 - 13414 	3136 
16078 - 13415 	5822 
18932 - 13416 	6201 
18913 - 13417 	6002 
13667 - 13418 	1725 
7405 - 13419 	2033 
6336 - 13420 	535 
7431 - 13421 	3345 
28622 - 13422 	1974 
2320 - 13423 	5383 
17260 - 13424 	924 
18265 - 13425 	2921 
22503 - 13426 	1320 
14972 - 13427 	2569 
21964 - 13428 	5887 
19253 - 13429 	1959 
8621 - 13430 	5404 
12515 - 13431 	1231 
13374 - 13432 	1524 
17620 - 13433 	1990 
19087 - 13434 	1671 
17013 - 13435 	3020 
6616 - 13436 	5014 
6129 - 13437 	5998 
26416 - 13438 	1865 
19617 - 13439 	3809 
868 - 13440 	4386 
17535 - 13441 	8137 
6438 - 13442 	2368 
4552 - 13443 	4487 
6869 - 13444 	17549 
372 - 13445 	3383 
3082 - 13446 	8147 
25147 - 13447 	7367 
16835 - 13448 	3404 
598 - 13449 	6024 
14774 - 13450 	7236 
7558 - 13451 	4221 
8950 - 13452 	1580 
21810 - 13453 	4368 
17349 - 13454 	2383 
10885 - 13455 	3156 
13858 - 13456 	3582 
5763 - 13457 	2737 
7173 - 13458 	3376 
26323 - 13459 	1200 
16973 - 13460 	1969 
13890 - 13461 	5032 
18625 - 13462 	7423 
17556 - 13463 	6430 
27598 - 13464 	2001 
5693 - 13465 	6077 
9447 - 13466 	1861 
500 - 13467 	2523 
16679 - 13468 	2357 
2180 - 13469 	7424 
9162 - 13470 	4991 
16765 - 13471 	722 
16170 - 13472 	5451 
21055 - 13473 	1176 
29983 - 13474 	1466 
25733 - 13475 	1317 
7208 - 13476 	1002 
22161 - 13477 	3833 
29302 - 13478 	261 
16537 - 13479 	9168 
20494 - 13480 	1054 
12625 - 13481 	678 
21499 - 13482 	7895 
4215 - 13483 	2714 
2715 - 13484 	572 
14185 - 13485 	2689 
23876 - 13486 	413 
13974 - 13487 	2936 
8042 - 13488 	4770 
19979 - 13489 	8885 
29616 - 13490 	126 
6960 - 13491 	2637 
26896 - 13492 	6079 
25690 - 13493 	8362 
9679 - 13494 	1155 
17261 - 13495 	6758 
7806 - 13496 	1059 
9661 - 13497 	2947 
1876 - 13498 	3227 
11539 - 13499 	1459 
10244 - 13500 	1612 
26601 - 13501 	1725 
15518 - 13502 	2299 
622 - 13503 	3351 
3295 - 13504 	6120 
26062 - 13505 	7324 
2011 - 13506 	10666 
15976 - 13507 	4918 
10129 - 13508 	3773 
28241 - 13509 	4793 
23413 - 13510 	4423 
16100 - 13511 	3045 
2845 - 13512 	415 
13934 - 13513 	568 
19788 - 13514 	4108 
10610 - 13515 	596 
15186 - 13516 	8201 
2329 - 13517 	3412 
16054 - 13518 	5565 
20148 - 13519 	1206 
22193 - 13520 	5138 
9963 - 13521 	4420 
232 - 13522 	5450 
29503 - 13523 	3927 
6566 - 13524 	3168 
17411 - 13525 	1979 
28324 - 13526 	2028 
6256 - 13527 	1495 
9081 - 13528 	3089 
17484 - 13529 	6794 
16267 - 13530 	4382 
11797 - 13531 	10545 
27081 - 13532 	6668 
9672 - 13533 	4539 
665 - 13534 	170 
262 - 13535 	2877 
10686 - 13536 	5540 
29946 - 13537 	266 
6629 - 13538 	777 
3808 - 13539 	3983 
23093 - 13540 	1046 
4411 - 13541 	4494 
11800 - 13542 	1838 
18990 - 13543 	4746 
13580 - 13544 	3800 
11113 - 13545 	450 
16988 - 13546 	834 
26976 - 13547 	2235 
11979 - 13548 	3046 
4089 - 13549 	4993 
20008 - 13550 	5110 
22994 - 13551 	1539 
26599 - 13552 	615 
25777 - 13553 	2553 
25387 - 13554 	700 
12439 - 13555 	4157 
25273 - 13556 	4462 
6284 - 13557 	1748 
14477 - 13558 	2899 
17605 - 13559 	11542 
7264 - 13560 	1793 
16827 - 13561 	3199 
18031 - 13562 	1480 
8430 - 13563 	5040 
9623 - 13564 	1668 
29532 - 13565 	235 
29691 - 13566 	209 
247 - 13567 	4018 
29710 - 13568 	474 
16725 - 13569 	204 
29341 - 13570 	2160 
8749 - 13571 	1672 
5539 - 13572 	8438 
27735 - 13573 	4262 
4175 - 13574 	3191 
3246 - 13575 	2299 
22894 - 13576 	10426 
14022 - 13577 	3554 
27327 - 13578 	4882 
3366 - 13579 	2729 
19036 - 13580 	2272 
13850 - 13581 	5174 
29594 - 13582 	7368 
19738 - 13583 	2485 
18793 - 13584 	2611 
9835 - 13585 	9392 
4315 - 13586 	2585 
18912 - 13587 	5520 
22582 - 13588 	462 
21608 - 13589 	11253 
19098 - 13590 	201 
7735 - 13591 	2964 
2360 - 13592 	2440 
28654 - 13593 	4895 
5561 - 13594 	2988 
6119 - 13595 	3401 
711 - 13596 	4154 
11413 - 13597 	4235 
18699 - 13598 	646 
12866 - 13599 	2413 
23401 - 13600 	4079 
16015 - 13601 	10111 
9984 - 13602 	2854 
10881 - 13603 	3417 
15263 - 13604 	4008 
3158 - 13605 	3098 
18483 - 13606 	3806 
24393 - 13607 	5370 
9389 - 13608 	2407 
16695 - 13609 	2408 
1712 - 13610 	12321 
24534 - 13611 	224 
17855 - 13612 	7481 
21080 - 13613 	4579 
1582 - 13614 	3274 
27166 - 13615 	2321 
1264 - 13616 	3861 
16337 - 13617 	999 
28347 - 13618 	6495 
12068 - 13619 	3157 
13337 - 13620 	3456 
20829 - 13621 	4358 
11852 - 13622 	3948 
21153 - 13623 	1099 
23809 - 13624 	3132 
688 - 13625 	5821 
8853 - 13626 	7966 
12861 - 13627 	6911 
8846 - 13628 	2220 
8933 - 13629 	952 
19778 - 13630 	888 
17277 - 13631 	5567 
9286 - 13632 	3981 
11228 - 13633 	3020 
636 - 13634 	1819 
29061 - 13635 	980 
12457 - 13636 	5619 
21442 - 13637 	3038 
2845 - 13638 	3933 
296 - 13639 	2261 
22755 - 13640 	3197 
18631 - 13641 	6483 
10129 - 13642 	2474 
23217 - 13643 	191 
5662 - 13644 	128 
741 - 13645 	2708 
20971 - 13646 	319 
7188 - 13647 	3686 
22406 - 13648 	1156 
22703 - 13649 	9329 
8865 - 13650 	7157 
27490 - 13651 	1790 
6703 - 13652 	5113 
21811 - 13653 	112 
25997 - 13654 	801 
2582 - 13655 	1708 
12913 - 13656 	5607 
13576 - 13657 	9558 
879 - 13658 	1029 
2566 - 13659 	12 
2464 - 13660 	2896 
23269 - 13661 	3433 
1100 - 13662 	898 
15353 - 13663 	1427 
14156 - 13664 	157 
26397 - 13665 	5052 
9650 - 13666 	2277 
11850 - 13667 	3495 
12735 - 13668 	2346 
18662 - 13669 	5559 
6169 - 13670 	650 
14992 - 13671 	5035 
24568 - 13672 	301 
18771 - 13673 	4770 
15775 - 13674 	1068 
27594 - 13675 	7495 
23091 - 13676 	3169 
24142 - 13677 	6366 
3990 - 13678 	5485 
9423 - 13679 	1568 
14886 - 13680 	3712 
3523 - 13681 	2616 
29848 - 13682 	11205 
22648 - 13683 	4139 
19859 - 13684 	399 
1630 - 13685 	1016 
2858 - 13686 	7504 
24974 - 13687 	102 
19089 - 13688 	5863 
6010 - 13689 	8515 
13541 - 13690 	8962 
5241 - 13691 	2691 
6454 - 13692 	1345 
17712 - 13693 	5979 
13735 - 13694 	1714 
4931 - 13695 	2364 
10704 - 13696 	1992 
2324 - 13697 	1168 
9653 - 13698 	2281 
16363 - 13699 	1401 
13184 - 13700 	2969 
9384 - 13701 	650 
25122 - 13702 	4186 
8752 - 13703 	2606 
5640 - 13704 	766 
19836 - 13705 	1222 
6983 - 13706 	2121 
16070 - 13707 	3001 
10124 - 13708 	11268 
24928 - 13709 	1545 
4544 - 13710 	2739 
28661 - 13711 	239 
29815 - 13712 	3225 
12914 - 13713 	4664 
22721 - 13714 	14540 
14656 - 13715 	4724 
12100 - 13716 	5760 
26671 - 13717 	2461 
2835 - 13718 	103 
16911 - 13719 	3326 
21929 - 13720 	5163 
12954 - 13721 	8638 
5018 - 13722 	1409 
28393 - 13723 	450 
7988 - 13724 	8141 
15716 - 13725 	6553 
20704 - 13726 	2724 
6737 - 13727 	3200 
17912 - 13728 	2845 
16992 - 13729 	2979 
28340 - 13730 	3046 
23675 - 13731 	6530 
15963 - 13732 	1797 
29623 - 13733 	4444 
26842 - 13734 	3030 
7543 - 13735 	409 
301 - 13736 	1789 
8242 - 13737 	943 
19284 - 13738 	3795 
838 - 13739 	3177 
22607 - 13740 	6032 
18647 - 13741 	3458 
937 - 13742 	6458 
15454 - 13743 	2061 
22117 - 13744 	6359 
7682 - 13745 	4956 
26563 - 13746 	7351 
16271 - 13747 	3532 
25385 - 13748 	7807 
12197 - 13749 	2429 
6277 - 13750 	1720 
14994 - 13751 	2494 
23178 - 13752 	4393 
26909 - 13753 	406 
10362 - 13754 	787 
18701 - 13755 	7884 
27022 - 13756 	2786 
19227 - 13757 	2132 
17097 - 13758 	983 
27051 - 13759 	712 
20325 - 13760 	3233 
24735 - 13761 	1068 
29411 - 13762 	3441 
28456 - 13763 	4379 
24581 - 13764 	3983 
24318 - 13765 	3050 
14395 - 13766 	625 
20683 - 13767 	2955 
10210 - 13768 	3538 
12166 - 13769 	7193 
9873 - 13770 	6028 
28755 - 13771 	8739 
22937 - 13772 	3087 
4230 - 13773 	2762 
24472 - 13774 	5653 
11885 - 13775 	3576 
24325 - 13776 	3738 
17732 - 13777 	7703 
10072 - 13778 	2107 
6874 - 13779 	792 
18453 - 13780 	3770 
7614 - 13781 	2575 
9105 - 13782 	445 
3489 - 13783 	1559 
13895 - 13784 	1618 
20964 - 13785 	1351 
10114 - 13786 	197 
18647 - 13787 	6282 
14822 - 13788 	2680 
6670 - 13789 	5162 
15657 - 13790 	3189 
24573 - 13791 	75 
1741 - 13792 	1133 
18822 - 13793 	8862 
23596 - 13794 	5047 
29982 - 13795 	1543 
29863 - 13796 	2622 
21665 - 13797 	3084 
7517 - 13798 	1070 
657 - 13799 	3447 
20511 - 13800 	37 
18665 - 13801 	717 
27976 - 13802 	7437 
21569 - 13803 	1984 
14564 - 13804 	1650 
11601 - 13805 	3595 
18306 - 13806 	165 
23420 - 13807 	3861 
18348 - 13808 	1258 
7565 - 13809 	6421 
9886 - 13810 	660 
4900 - 13811 	3553 
9635 - 13812 	5939 
5167 - 13813 	3191 
21790 - 13814 	1527 
27949 - 13815 	3325 
29693 - 13816 	4735 
19653 - 13817 	4679 
26112 - 13818 	14352 
3050 - 13819 	7993 
28276 - 13820 	5793 
9068 - 13821 	6448 
7042 - 13822 	930 
776 - 13823 	1547 
3184 - 13824 	1119 
12333 - 13825 	1563 
18808 - 13826 	1081 
17429 - 13827 	687 
25371 - 13828 	3042 
2348 - 13829 	2642 
28973 - 13830 	6097 
22462 - 13831 	3609 
17757 - 13832 	7467 
11687 - 13833 	1240 
15479 - 13834 	3919 
21323 - 13835 	5260 
19673 - 13836 	1465 
16354 - 13837 	1119 
19404 - 13838 	2438 
1526 - 13839 	7618 
1236 - 13840 	2418 
26538 - 13841 	2188 
12604 - 13842 	2834 
3722 - 13843 	3065 
9434 - 13844 	344 
1176 - 13845 	3272 
1980 - 13846 	1538 
9420 - 13847 	3758 
23077 - 13848 	2628 
5487 - 13849 	2418 
19500 - 13850 	454 
3189 - 13851 	1574 
7069 - 13852 	2158 
5648 - 13853 	2568 
2864 - 13854 	15519 
10475 - 13855 	1014 
25732 - 13856 	1545 
8524 - 13857 	1989 
7694 - 13858 	4537 
1476 - 13859 	2766 
18060 - 13860 	1261 
5458 - 13861 	1150 
4450 - 13862 	74 
17601 - 13863 	4980 
27472 - 13864 	1006 
13834 - 13865 	2021 
16336 - 13866 	4761 
11070 - 13867 	3398 
29453 - 13868 	3654 
20039 - 13869 	4300 
28650 - 13870 	1442 
28862 - 13871 	5477 
17023 - 13872 	1053 
13801 - 13873 	2788 
21340 - 13874 	8973 
9597 - 13875 	3432 
14905 - 13876 	3617 
14433 - 13877 	3642 
17323 - 13878 	3250 
28689 - 13879 	5846 
6795 - 13880 	4903 
22467 - 13881 	6400 
2762 - 13882 	6782 
8142 - 13883 	702 
28985 - 13884 	4163 
28504 - 13885 	6122 
3041 - 13886 	7630 
5357 - 13887 	889 
21867 - 13888 	1869 
13487 - 13889 	2647 
21410 - 13890 	608 
27148 - 13891 	2876 
15352 - 13892 	826 
8608 - 13893 	815 
7335 - 13894 	3287 
19585 - 13895 	81 
8147 - 13896 	1532 
4246 - 13897 	1396 
9173 - 13898 	66 
3513 - 13899 	4611 
22014 - 13900 	1482 
7371 - 13901 	29 
18773 - 13902 	3006 
7706 - 13903 	4739 
25749 - 13904 	4160 
9180 - 13905 	4044 
25524 - 13906 	3560 
20597 - 13907 	4461 
28402 - 13908 	3978 
15716 - 13909 	2603 
7020 - 13910 	9929 
24835 - 13911 	1130 
10671 - 13912 	6758 
11870 - 13913 	1249 
711 - 13914 	3786 
24936 - 13915 	3291 
9327 - 13916 	3172 
4457 - 13917 	44 
7208 - 13918 	1657 
4378 - 13919 	2520 
28995 - 13920 	2615 
10064 - 13921 	1091 
6059 - 13922 	13766 
24460 - 13923 	3477 
6785 - 13924 	3959 
3404 - 13925 	6703 
17787 - 13926 	223 
4587 - 13927 	2948 
13472 - 13928 	3997 
10916 - 13929 	1658 
8378 - 13930 	10484 
4966 - 13931 	3194 
22795 - 13932 	3051 
6845 - 13933 	681 
22734 - 13934 	2314 
7476 - 13935 	1511 
25512 - 13936 	4668 
4404 - 13937 	3273 
16127 - 13938 	4119 
11914 - 13939 	5383 
5006 - 13940 	1302 
4940 - 13941 	8820 
17224 - 13942 	5175 
19391 - 13943 	4914 
19310 - 13944 	5699 
16216 - 13945 	2760 
6534 - 13946 	470 
24617 - 13947 	6566 
3928 - 13948 	567 
9051 - 13949 	2592 
12767 - 13950 	3167 
12618 - 13951 	4524 
24720 - 13952 	5262 
5983 - 13953 	4062 
23890 - 13954 	83 
20890 - 13955 	5208 
21569 - 13956 	2878 
15232 - 13957 	4605 
13222 - 13958 	3078 
7927 - 13959 	6812 
27846 - 13960 	4978 
11294 - 13961 	5543 
25940 - 13962 	18454 
17438 - 13963 	1426 
29021 - 13964 	1789 
22825 - 13965 	8991 
21594 - 13966 	7549 
29576 - 13967 	8034 
19749 - 13968 	4974 
26377 - 13969 	11948 
6794 - 13970 	4588 
2443 - 13971 	2959 
8545 - 13972 	2890 
8463 - 13973 	3814 
4630 - 13974 	2327 
8601 - 13975 	2773 
17055 - 13976 	959 
7773 - 13977 	1853 
19801 - 13978 	355 
8433 - 13979 	5092 
28255 - 13980 	23 
3548 - 13981 	1944 
17443 - 13982 	2326 
20893 - 13983 	4575 
16690 - 13984 	3219 
11262 - 13985 	3330 
2082 - 13986 	109 
5248 - 13987 	1579 
2413 - 13988 	3591 
9505 - 13989 	1250 
23310 - 13990 	5327 
23283 - 13991 	12105 
10388 - 13992 	3436 
29621 - 13993 	186 
2346 - 13994 	6268 
181 - 13995 	6992 
6041 - 13996 	214 
24843 - 13997 	4968 
3434 - 13998 	202 
1499 - 13999 	425 
10741 - 14000 	1248 
9083 - 14001 	3479 
17124 - 14002 	4416 
16864 - 14003 	6664 
19819 - 14004 	2759 
20266 - 14005 	6507 
23038 - 14006 	4955 
21451 - 14007 	5675 
17228 - 14008 	275 
24003 - 14009 	4137 
21056 - 14010 	1684 
18743 - 14011 	3378 
12530 - 14012 	3683 
9135 - 14013 	8638 
9809 - 14014 	4243 
7478 - 14015 	9463 
2252 - 14016 	5089 
15033 - 14017 	3735 
25347 - 14018 	2600 
20097 - 14019 	2672 
1864 - 14020 	17918 
6956 - 14021 	8334 
15583 - 14022 	2365 
13363 - 14023 	1179 
11366 - 14024 	6976 
24967 - 14025 	580 
23223 - 14026 	1294 
20092 - 14027 	3140 
19683 - 14028 	806 
6321 - 14029 	7864 
23893 - 14030 	582 
22484 - 14031 	6288 
25139 - 14032 	3990 
2802 - 14033 	5032 
28019 - 14034 	4109 
25183 - 14035 	2567 
19416 - 14036 	7195 
4866 - 14037 	372 
3305 - 14038 	3361 
1122 - 14039 	2631 
11549 - 14040 	1509 
3415 - 14041 	3089 
1541 - 14042 	1485 
22682 - 14043 	1277 
26920 - 14044 	5587 
19655 - 14045 	2467 
7205 - 14046 	4476 
14794 - 14047 	626 
11759 - 14048 	6067 
7699 - 14049 	4226 
13101 - 14050 	4762 
20667 - 14051 	4897 
21485 - 14052 	5180 
18724 - 14053 	6354 
7446 - 14054 	1293 
14150 - 14055 	438 
24898 - 14056 	2093 
26023 - 14057 	1514 
1130 - 14058 	1298 
23971 - 14059 	3296 
19243 - 14060 	172 
19351 - 14061 	12565 
4427 - 14062 	583 
11588 - 14063 	97 
14853 - 14064 	1717 
27093 - 14065 	2855 
24876 - 14066 	6450 
1781 - 14067 	1212 
25367 - 14068 	936 
6775 - 14069 	5459 
12061 - 14070 	811 
8081 - 14071 	1573 
18252 - 14072 	2525 
8351 - 14073 	4756 
1055 - 14074 	6116 
4996 - 14075 	2987 
15877 - 14076 	2230 
24925 - 14077 	18512 
8772 - 14078 	7876 
21202 - 14079 	3485 
26502 - 14080 	6195 
12800 - 14081 	1227 
6790 - 14082 	969 
11061 - 14083 	2417 
1154 - 14084 	145 
12078 - 14085 	4820 
5272 - 14086 	700 
9383 - 14087 	2959 
11150 - 14088 	832 
24955 - 14089 	2291 
2014 - 14090 	5495 
1323 - 14091 	3512 
497 - 14092 	8475 
21478 - 14093 	3129 
4153 - 14094 	5540 
27270 - 14095 	2622 
20251 - 14096 	3736 
17355 - 14097 	119 
20700 - 14098 	4277 
27701 - 14099 	5313 
29943 - 14100 	4111 
17486 - 14101 	4709 
27737 - 14102 	3536 
24945 - 14103 	4870 
24737 - 14104 	6657 
29315 - 14105 	3425 
6745 - 14106 	12507 
15292 - 14107 	6225 
18530 - 14108 	5602 
14674 - 14109 	4888 
7292 - 14110 	3292 
12417 - 14111 	8204 
17270 - 14112 	3399 
17065 - 14113 	6352 
19655 - 14114 	3810 
4491 - 14115 	6333 
13796 - 14116 	857 
29920 - 14117 	1784 
17827 - 14118 	7487 
946 - 14119 	4299 
20084 - 14120 	944 
19346 - 14121 	3252 
23896 - 14122 	9011 
21685 - 14123 	2760 
24846 - 14124 	3466 
26148 - 14125 	3771 
8500 - 14126 	39 
1861 - 14127 	909 
7923 - 14128 	3545 
22107 - 14129 	5769 
12395 - 14130 	3640 
26225 - 14131 	2887 
14738 - 14132 	4588 
2542 - 14133 	3051 
11931 - 14134 	1932 
16196 - 14135 	1556 
12127 - 14136 	4763 
5557 - 14137 	1212 
3226 - 14138 	3860 
926 - 14139 	4531 
7164 - 14140 	3794 
8048 - 14141 	4980 
16310 - 14142 	14993 
25695 - 14143 	12758 
14270 - 14144 	3952 
12680 - 14145 	1959 
6239 - 14146 	3058 
25856 - 14147 	5231 
4358 - 14148 	5127 
27891 - 14149 	1022 
1096 - 14150 	2857 
18546 - 14151 	3533 
27734 - 14152 	5903 
29182 - 14153 	7438 
25334 - 14154 	3499 
24874 - 14155 	7866 
27906 - 14156 	3146 
18171 - 14157 	4233 
7168 - 14158 	5312 
14891 - 14159 	5301 
27559 - 14160 	7238 
9326 - 14161 	5165 
1743 - 14162 	3379 
14320 - 14163 	2548 
17743 - 14164 	924 
11697 - 14165 	3734 
2151 - 14166 	520 
18767 - 14167 	1427 
17880 - 14168 	1532 
20011 - 14169 	476 
20748 - 14170 	8069 
25912 - 14171 	6590 
14035 - 14172 	2488 
13395 - 14173 	3657 
15987 - 14174 	3946 
3655 - 14175 	5535 
6586 - 14176 	4669 
23679 - 14177 	712 
20102 - 14178 	811 
26890 - 14179 	8672 
1556 - 14180 	5506 
6436 - 14181 	6653 
23242 - 14182 	4437 
12297 - 14183 	1344 
9985 - 14184 	1572 
15128 - 14185 	3195 
25973 - 14186 	6330 
7026 - 14187 	3531 
9711 - 14188 	5114 
23071 - 14189 	3277 
11203 - 14190 	3712 
488 - 14191 	278 
8700 - 14192 	2970 
19880 - 14193 	5946 
25052 - 14194 	5078 
7592 - 14195 	3380 
20098 - 14196 	2413 
11496 - 14197 	396 
4140 - 14198 	1196 
15398 - 14199 	5526 
10612 - 14200 	2064 
29875 - 14201 	4437 
23440 - 14202 	196 
11536 - 14203 	1056 
9639 - 14204 	2127 
10211 - 14205 	1331 
93 - 14206 	3327 
1715 - 14207 	4989 
4041 - 14208 	51 
26222 - 14209 	298 
21952 - 14210 	1177 
25654 - 14211 	713 
10638 - 14212 	2789 
16656 - 14213 	5289 
10752 - 14214 	2305 
21627 - 14215 	2552 
6108 - 14216 	1263 
5059 - 14217 	2596 
7965 - 14218 	7778 
4531 - 14219 	4145 
17698 - 14220 	5779 
19158 - 14221 	5290 
21306 - 14222 	3395 
2991 - 14223 	4079 
5615 - 14224 	741 
14191 - 14225 	3103 
5873 - 14226 	3031 
7991 - 14227 	2391 
8813 - 14228 	6339 
18302 - 14229 	4102 
4692 - 14230 	6959 
27559 - 14231 	2910 
25970 - 14232 	4769 
2277 - 14233 	4633 
8646 - 14234 	3220 
18428 - 14235 	5364 
14233 - 14236 	8169 
5759 - 14237 	3847 
10948 - 14238 	3369 
16398 - 14239 	1969 
5887 - 14240 	3429 
24381 - 14241 	5278 
1543 - 14242 	3557 
7962 - 14243 	2795 
27638 - 14244 	765 
19598 - 14245 	2280 
14335 - 14246 	1908 
22253 - 14247 	2098 
25600 - 14248 	2188 
867 - 14249 	4818 
10395 - 14250 	6400 
5501 - 14251 	2357 
28321 - 14252 	1359 
3625 - 14253 	4198 
25740 - 14254 	4296 
11881 - 14255 	9307 
4809 - 14256 	1938 
5451 - 14257 	2369 
11397 - 14258 	1089 
13344 - 14259 	6312 
11154 - 14260 	3049 
9404 - 14261 	3987 
19607 - 14262 	5665 
2562 - 14263 	3572 
16095 - 14264 	3353 
3468 - 14265 	750 
23220 - 14266 	2909 
3765 - 14267 	300 
13674 - 14268 	4007 
27920 - 14269 	718 
16893 - 14270 	1801 
13604 - 14271 	5701 
12553 - 14272 	1939 
21298 - 14273 	2515 
27017 - 14274 	10634 
20632 - 14275 	89 
29913 - 14276 	998 
11819 - 14277 	3176 
21136 - 14278 	2296 
8482 - 14279 	1405 
13917 - 14280 	2962 
27471 - 14281 	356 
2262 - 14282 	7513 
19079 - 14283 	5151 
4408 - 14284 	3378 
29776 - 14285 	2789 
29525 - 14286 	6475 
19886 - 14287 	1660 
22204 - 14288 	363 
16499 - 14289 	6223 
6399 - 14290 	1502 
3687 - 14291 	4795 
1422 - 14292 	7617 
6399 - 14293 	7439 
16662 - 14294 	1614 
23393 - 14295 	3934 
22651 - 14296 	2829 
17728 - 14297 	9007 
2396 - 14298 	14729 
19762 - 14299 	5394 
21105 - 14300 	2359 
26593 - 14301 	5167 
24801 - 14302 	2131 
3111 - 14303 	3415 
27236 - 14304 	3132 
2533 - 14305 	158 
29205 - 14306 	2104 
8893 - 14307 	5230 
23978 - 14308 	3519 
8579 - 14309 	5798 
21689 - 14310 	5601 
15078 - 14311 	832 
383 - 14312 	2123 
22187 - 14313 	4122 
28231 - 14314 	2876 
12010 - 14315 	4188 
16949 - 14316 	774 
13349 - 14317 	9662 
10265 - 14318 	469 
7358 - 14319 	5538 
15526 - 14320 	1506 
4301 - 14321 	6648 
3278 - 14322 	126 
7014 - 14323 	9067 
8679 - 14324 	1866 
29631 - 14325 	9222 
1431 - 14326 	30 
27148 - 14327 	5178 
9084 - 14328 	5599 
26796 - 14329 	7516 
19758 - 14330 	3615 
869 - 14331 	615 
5833 - 14332 	1743 
24372 - 14333 	4663 
21017 - 14334 	1976 
7694 - 14335 	475 
18393 - 14336 	3860 
24857 - 14337 	1269 
28963 - 14338 	3401 
10530 - 14339 	3279 
24633 - 14340 	1130 
25184 - 14341 	7400 
7329 - 14342 	5645 
20833 - 14343 	1697 
4093 - 14344 	3396 
25240 - 14345 	8279 
15003 - 14346 	3389 
19511 - 14347 	657 
4347 - 14348 	11500 
14628 - 14349 	566 
12957 - 14350 	101 
10130 - 14351 	2463 
5988 - 14352 	1966 
6581 - 14353 	5342 
2350 - 14354 	5822 
18997 - 14355 	7182 
1303 - 14356 	676 
22986 - 14357 	3877 
7078 - 14358 	3324 
1657 - 14359 	100 
22391 - 14360 	498 
22214 - 14361 	316 
24036 - 14362 	1593 
19899 - 14363 	6071 
11299 - 14364 	7827 
8595 - 14365 	6637 
8840 - 14366 	1293 
11068 - 14367 	7469 
5998 - 14368 	364 
4929 - 14369 	3746 
3226 - 14370 	2666 
1300 - 14371 	6486 
23028 - 14372 	869 
24325 - 14373 	9943 
721 - 14374 	1281 
13000 - 14375 	3767 
24365 - 14376 	713 
5702 - 14377 	3407 
12570 - 14378 	5047 
26960 - 14379 	4593 
14117 - 14380 	6164 
26241 - 14381 	4110 
4374 - 14382 	2950 
29523 - 14383 	2940 
4405 - 14384 	2883 
18892 - 14385 	1975 
12243 - 14386 	2089 
28449 - 14387 	2985 
8 - 14388 	4162 
19926 - 14389 	4337 
1111 - 14390 	1261 
20438 - 14391 	4219 
17518 - 14392 	742 
19839 - 14393 	3538 
28677 - 14394 	1487 
4594 - 14395 	3608 
29358 - 14396 	3808 
6843 - 14397 	2807 
29603 - 14398 	1350 
24611 - 14399 	5923 
11438 - 14400 	2695 
7874 - 14401 	329 
1351 - 14402 	2809 
25515 - 14403 	1114 
11840 - 14404 	6112 
6362 - 14405 	10218 
5989 - 14406 	4178 
14065 - 14407 	4013 
7391 - 14408 	2192 
8306 - 14409 	236 
9326 - 14410 	11800 
11543 - 14411 	750 
14229 - 14412 	3247 
13519 - 14413 	1358 
12876 - 14414 	2652 
13461 - 14415 	6633 
11358 - 14416 	6486 
10471 - 14417 	3203 
26455 - 14418 	2775 
22319 - 14419 	64 
17974 - 14420 	5466 
3613 - 14421 	2575 
8513 - 14422 	5029 
6218 - 14423 	996 
22190 - 14424 	4110 
4005 - 14425 	1600 
25101 - 14426 	2688 
9047 - 14427 	4899 
13709 - 14428 	2984 
23939 - 14429 	14673 
15392 - 14430 	5127 
20042 - 14431 	1151 
13038 - 14432 	1566 
10985 - 14433 	3212 
16724 - 14434 	850 
11004 - 14435 	1208 
17385 - 14436 	1273 
9133 - 14437 	1654 
10834 - 14438 	858 
12026 - 14439 	5868 
11736 - 14440 	6298 
16319 - 14441 	2352 
5401 - 14442 	11368 
13393 - 14443 	1211 
28430 - 14444 	2490 
10508 - 14445 	1007 
17813 - 14446 	1411 
6088 - 14447 	5464 
18365 - 14448 	5099 
7695 - 14449 	6966 
3430 - 14450 	3016 
9195 - 14451 	3092 
14828 - 14452 	1534 
1737 - 14453 	3826 
3656 - 14454 	2050 
359 - 14455 	1425 
6769 - 14456 	749 
19111 - 14457 	2410 
6521 - 14458 	3935 
22552 - 14459 	5045 
17116 - 14460 	7304 
1072 - 14461 	8387 
12653 - 14462 	810 
13142 - 14463 	2891 
28730 - 14464 	2845 
6601 - 14465 	3633 
28317 - 14466 	4138 
307 - 14467 	1027 
23784 - 14468 	1640 
130 - 14469 	864 
6102 - 14470 	1300 
3293 - 14471 	7641 
7234 - 14472 	1490 
29608 - 14473 	3404 
20116 - 14474 	1989 
4893 - 14475 	1501 
4131 - 14476 	506 
29614 - 14477 	571 
5241 - 14478 	1774 
13875 - 14479 	1252 
28327 - 14480 	630 
19757 - 14481 	5562 
270 - 14482 	11620 
17017 - 14483 	598 
22681 - 14484 	2062 
20384 - 14485 	2068 
26555 - 14486 	5234 
18179 - 14487 	1420 
1493 - 14488 	6686 
25910 - 14489 	2566 
5989 - 14490 	7484 
24484 - 14491 	2539 
1099 - 14492 	4559 
1537 - 14493 	582 
25996 - 14494 	4896 
15612 - 14495 	35 
18244 - 14496 	3399 
13204 - 14497 	512 
10421 - 14498 	2647 
28043 - 14499 	2134 
9339 - 14500 	1382 
5152 - 14501 	3718 
26003 - 14502 	1212 
546 - 14503 	1143 
9388 - 14504 	563 
