Edge 	Weight
9283 - 7510 	348 
6528 - 7511 	1219 
4165 - 7512 	1265 
1066 - 7513 	631 
105 - 7514 	6 
8288 - 7515 	3664 
1465 - 7516 	1071 
398 - 7517 	887 
161 - 7518 	488 
6914 - 7519 	793 
4114 - 7520 	2301 
4689 - 7521 	496 
9488 - 7522 	1829 
5547 - 7523 	122 
4545 - 7524 	36 
1586 - 7525 	2088 
371 - 7526 	132 
7097 - 7527 	2305 
3030 - 7528 	1458 
6791 - 7529 	441 
6571 - 7530 	559 
7364 - 7531 	154 
5462 - 7532 	2371 
7850 - 7533 	1449 
64 - 7534 	557 
9858 - 7535 	1371 
2157 - 7536 	1286 
9907 - 7537 	693 
9889 - 7538 	1639 
6863 - 7539 	784 
5548 - 7540 	360 
460 - 7541 	2666 
2271 - 7542 	301 
184 - 7543 	1105 
7555 - 7544 	1145 
1742 - 7545 	1342 
6620 - 7546 	990 
3719 - 7547 	466 
1248 - 7548 	2837 
1794 - 7549 	876 
6243 - 7550 	893 
7045 - 7551 	581 
863 - 7552 	571 
6179 - 7553 	1148 
6166 - 7554 	1026 
1166 - 7555 	1478 
2540 - 7556 	961 
3694 - 7557 	1435 
6257 - 7558 	1229 
7227 - 7559 	859 
5611 - 7560 	496 
9952 - 7561 	73 
9486 - 7562 	854 
6686 - 7563 	490 
9678 - 7564 	1141 
8784 - 7565 	1989 
6261 - 7566 	1172 
8356 - 7567 	82 
2701 - 7568 	1101 
859 - 7569 	2480 
9536 - 7570 	1072 
477 - 7571 	1545 
3828 - 7572 	1967 
4874 - 7573 	737 
1519 - 7574 	678 
7422 - 7575 	1734 
2727 - 7576 	3472 
9489 - 7577 	163 
5035 - 7578 	724 
4700 - 7579 	1375 
2545 - 7580 	1086 
6286 - 7581 	4237 
9479 - 7582 	2768 
8702 - 7583 	140 
2585 - 7584 	1369 
3969 - 7585 	762 
2207 - 7586 	790 
6108 - 7587 	593 
8888 - 7588 	3740 
5910 - 7589 	173 
294 - 7590 	1363 
544 - 7591 	448 
1285 - 7592 	1384 
3470 - 7593 	1558 
1916 - 7594 	1606 
7892 - 7595 	1430 
1579 - 7596 	361 
6943 - 7597 	1062 
2924 - 7598 	302 
5947 - 7599 	850 
5550 - 7600 	605 
3294 - 7601 	3442 
5473 - 7602 	1517 
6822 - 7603 	681 
3271 - 7604 	195 
4801 - 7605 	486 
6642 - 7606 	268 
2297 - 7607 	1512 
6883 - 7608 	662 
5931 - 7609 	2042 
6665 - 7610 	1151 
1665 - 7611 	253 
5212 - 7612 	1722 
6469 - 7613 	73 
3825 - 7614 	2991 
8517 - 7615 	943 
9647 - 7616 	726 
622 - 7617 	2896 
3387 - 7618 	1870 
6516 - 7619 	2132 
7568 - 7620 	334 
3574 - 7621 	452 
2118 - 7622 	1347 
3533 - 7623 	966 
748 - 7624 	1338 
836 - 7625 	698 
2488 - 7626 	608 
3988 - 7627 	521 
7380 - 7628 	995 
7508 - 7629 	805 
5340 - 7630 	171 
1077 - 7631 	1426 
2131 - 7632 	162 
199 - 7633 	361 
3602 - 7634 	1569 
7756 - 7635 	2574 
6746 - 7636 	1255 
2298 - 7637 	334 
5831 - 7638 	2152 
1400 - 7639 	244 
8371 - 7640 	2689 
8050 - 7641 	1581 
1391 - 7642 	1514 
6331 - 7643 	1333 
5934 - 7644 	1128 
5178 - 7645 	74 
4963 - 7646 	2024 
9782 - 7647 	2907 
2425 - 7648 	1200 
1391 - 7649 	234 
1517 - 7650 	495 
4882 - 7651 	398 
5713 - 7652 	509 
6988 - 7653 	1829 
9419 - 7654 	184 
4414 - 7655 	165 
5736 - 7656 	1934 
7740 - 7657 	291 
743 - 7658 	1118 
9573 - 7659 	1480 
7654 - 7660 	21 
574 - 7661 	726 
4304 - 7662 	1312 
4302 - 7663 	60 
3589 - 7664 	888 
1409 - 7665 	882 
7672 - 7666 	518 
7890 - 7667 	521 
6466 - 7668 	852 
6116 - 7669 	853 
4189 - 7670 	1350 
330 - 7671 	43 
9176 - 7672 	122 
2081 - 7673 	1023 
7459 - 7674 	1957 
1698 - 7675 	53 
3506 - 7676 	2390 
8459 - 7677 	1660 
2103 - 7678 	1096 
2137 - 7679 	5013 
4854 - 7680 	1673 
2087 - 7681 	158 
4101 - 7682 	1595 
8115 - 7683 	103 
6727 - 7684 	500 
5232 - 7685 	1072 
7158 - 7686 	384 
6596 - 7687 	1092 
6947 - 7688 	528 
7547 - 7689 	731 
8405 - 7690 	1285 
2717 - 7691 	700 
1074 - 7692 	338 
867 - 7693 	1071 
2611 - 7694 	1188 
8145 - 7695 	1375 
8046 - 7696 	4321 
7284 - 7697 	839 
6387 - 7698 	389 
4462 - 7699 	1169 
8350 - 7700 	734 
8556 - 7701 	2272 
3837 - 7702 	616 
6996 - 7703 	1468 
5568 - 7704 	1640 
2488 - 7705 	1871 
7051 - 7706 	463 
3706 - 7707 	493 
6565 - 7708 	2486 
1995 - 7709 	133 
7996 - 7710 	1414 
4419 - 7711 	3700 
9592 - 7712 	60 
9063 - 7713 	1899 
9289 - 7714 	1224 
4233 - 7715 	619 
2275 - 7716 	1726 
6697 - 7717 	1972 
7505 - 7718 	1223 
9256 - 7719 	664 
5994 - 7720 	959 
5716 - 7721 	1214 
221 - 7722 	1195 
3372 - 7723 	659 
132 - 7724 	2223 
3725 - 7725 	631 
1075 - 7726 	1655 
6795 - 7727 	1024 
2216 - 7728 	1353 
89 - 7729 	1878 
9528 - 7730 	1126 
4326 - 7731 	992 
3947 - 7732 	990 
6680 - 7733 	1460 
8595 - 7734 	1727 
2983 - 7735 	545 
7555 - 7736 	130 
582 - 7737 	3682 
375 - 7738 	1732 
4089 - 7739 	2098 
9771 - 7740 	939 
5375 - 7741 	985 
6841 - 7742 	875 
2428 - 7743 	729 
8064 - 7744 	1137 
5422 - 7745 	1299 
9134 - 7746 	626 
7037 - 7747 	336 
6586 - 7748 	1228 
6056 - 7749 	1323 
2890 - 7750 	1894 
8836 - 7751 	2074 
4760 - 7752 	626 
8180 - 7753 	1068 
7126 - 7754 	81 
2371 - 7755 	1076 
2791 - 7756 	1584 
3148 - 7757 	1108 
2696 - 7758 	1860 
2712 - 7759 	2173 
9995 - 7760 	3665 
4286 - 7761 	843 
4111 - 7762 	1457 
4545 - 7763 	290 
1093 - 7764 	1435 
276 - 7765 	711 
4735 - 7766 	354 
3151 - 7767 	868 
7560 - 7768 	3361 
944 - 7769 	1435 
557 - 7770 	1572 
8929 - 7771 	1656 
9861 - 7772 	335 
4901 - 7773 	1271 
202 - 7774 	793 
7141 - 7775 	5697 
6935 - 7776 	634 
2464 - 7777 	1287 
3733 - 7778 	391 
293 - 7779 	16 
9446 - 7780 	150 
8005 - 7781 	715 
362 - 7782 	1270 
8052 - 7783 	1419 
6881 - 7784 	3210 
8389 - 7785 	1644 
6751 - 7786 	2564 
4438 - 7787 	745 
3906 - 7788 	1163 
3145 - 7789 	513 
5044 - 7790 	3920 
9845 - 7791 	433 
9137 - 7792 	170 
7148 - 7793 	928 
2221 - 7794 	54 
3737 - 7795 	923 
8136 - 7796 	1109 
1234 - 7797 	5 
2640 - 7798 	2343 
3290 - 7799 	474 
5315 - 7800 	420 
4320 - 7801 	536 
3086 - 7802 	1023 
5331 - 7803 	1397 
6955 - 7804 	992 
3594 - 7805 	2386 
4691 - 7806 	1908 
6013 - 7807 	76 
3431 - 7808 	665 
9331 - 7809 	1594 
3975 - 7810 	195 
9451 - 7811 	2349 
2098 - 7812 	976 
192 - 7813 	479 
862 - 7814 	1102 
6084 - 7815 	1438 
1047 - 7816 	3211 
2777 - 7817 	1654 
8362 - 7818 	679 
4231 - 7819 	1678 
3518 - 7820 	114 
3374 - 7821 	551 
2992 - 7822 	379 
7546 - 7823 	348 
5878 - 7824 	2958 
4583 - 7825 	1926 
2757 - 7826 	140 
2114 - 7827 	2823 
4583 - 7828 	1677 
4038 - 7829 	2602 
7214 - 7830 	1734 
6232 - 7831 	147 
3394 - 7832 	733 
4496 - 7833 	858 
7164 - 7834 	651 
5968 - 7835 	2063 
4583 - 7836 	85 
3892 - 7837 	79 
1388 - 7838 	2172 
8863 - 7839 	2951 
54 - 7840 	1866 
6040 - 7841 	53 
9301 - 7842 	2876 
7765 - 7843 	174 
9039 - 7844 	527 
7921 - 7845 	694 
8181 - 7846 	2868 
3680 - 7847 	362 
8692 - 7848 	630 
828 - 7849 	1771 
8207 - 7850 	208 
9357 - 7851 	1985 
946 - 7852 	69 
6977 - 7853 	2744 
195 - 7854 	678 
7253 - 7855 	907 
7596 - 7856 	290 
2474 - 7857 	7331 
2087 - 7858 	1022 
9243 - 7859 	1858 
274 - 7860 	667 
8492 - 7861 	179 
7268 - 7862 	33 
9140 - 7863 	3163 
4903 - 7864 	1094 
1034 - 7865 	668 
8839 - 7866 	1029 
1354 - 7867 	1121 
4007 - 7868 	14 
9387 - 7869 	2376 
639 - 7870 	651 
1697 - 7871 	994 
9378 - 7872 	1145 
9307 - 7873 	1269 
4887 - 7874 	620 
4147 - 7875 	741 
4635 - 7876 	854 
6560 - 7877 	212 
3149 - 7878 	255 
8417 - 7879 	3389 
5641 - 7880 	191 
1778 - 7881 	1825 
5097 - 7882 	453 
9210 - 7883 	4167 
4252 - 7884 	283 
1628 - 7885 	597 
8136 - 7886 	806 
6791 - 7887 	2129 
989 - 7888 	4237 
3018 - 7889 	1058 
4247 - 7890 	1139 
2105 - 7891 	725 
4868 - 7892 	1366 
6181 - 7893 	4992 
1053 - 7894 	474 
3807 - 7895 	209 
245 - 7896 	1104 
9605 - 7897 	518 
7751 - 7898 	1193 
3181 - 7899 	782 
2649 - 7900 	693 
6934 - 7901 	2493 
4592 - 7902 	75 
765 - 7903 	1084 
6060 - 7904 	1032 
6438 - 7905 	2192 
8463 - 7906 	2674 
4233 - 7907 	2323 
6079 - 7908 	482 
315 - 7909 	3079 
5120 - 7910 	1225 
1810 - 7911 	575 
1672 - 7912 	1390 
70 - 7913 	1478 
1948 - 7914 	1076 
2074 - 7915 	413 
9322 - 7916 	1314 
2365 - 7917 	872 
6572 - 7918 	1366 
6546 - 7919 	2241 
5248 - 7920 	1924 
8003 - 7921 	257 
7725 - 7922 	1782 
3087 - 7923 	892 
6682 - 7924 	622 
4462 - 7925 	4059 
1017 - 7926 	869 
4335 - 7927 	1960 
1665 - 7928 	2254 
7917 - 7929 	1032 
6827 - 7930 	217 
1314 - 7931 	1798 
6404 - 7932 	2724 
408 - 7933 	930 
2086 - 7934 	2882 
9773 - 7935 	1124 
8627 - 7936 	1044 
5045 - 7937 	1321 
2333 - 7938 	371 
4802 - 7939 	3562 
2693 - 7940 	1287 
2680 - 7941 	1010 
889 - 7942 	37 
2241 - 7943 	633 
9632 - 7944 	367 
3855 - 7945 	482 
9681 - 7946 	1195 
7976 - 7947 	1208 
6278 - 7948 	881 
9975 - 7949 	1043 
9805 - 7950 	728 
8220 - 7951 	12 
6937 - 7952 	480 
4190 - 7953 	363 
9792 - 7954 	1039 
9359 - 7955 	147 
1046 - 7956 	290 
6011 - 7957 	1355 
3379 - 7958 	721 
5437 - 7959 	137 
3222 - 7960 	506 
3467 - 7961 	2171 
3975 - 7962 	1030 
8207 - 7963 	153 
7919 - 7964 	3558 
5530 - 7965 	2504 
1637 - 7966 	169 
6957 - 7967 	3754 
1797 - 7968 	2434 
5714 - 7969 	446 
7173 - 7970 	694 
464 - 7971 	1367 
5006 - 7972 	1831 
7756 - 7973 	240 
4716 - 7974 	255 
5140 - 7975 	936 
8508 - 7976 	862 
2821 - 7977 	882 
4956 - 7978 	313 
179 - 7979 	921 
4411 - 7980 	393 
1577 - 7981 	517 
6675 - 7982 	1078 
3372 - 7983 	614 
9378 - 7984 	257 
9561 - 7985 	123 
5392 - 7986 	2311 
1012 - 7987 	582 
5321 - 7988 	4260 
5400 - 7989 	523 
849 - 7990 	1356 
3580 - 7991 	1320 
5702 - 7992 	2640 
8467 - 7993 	522 
6747 - 7994 	1570 
3709 - 7995 	1354 
7019 - 7996 	1255 
543 - 7997 	290 
3592 - 7998 	81 
5565 - 7999 	3709 
8851 - 8000 	1075 
7938 - 8001 	1 
558 - 8002 	1160 
8689 - 8003 	173 
5377 - 8004 	3890 
3324 - 8005 	1112 
9856 - 8006 	61 
5294 - 8007 	605 
1029 - 8008 	1920 
6907 - 8009 	1059 
4689 - 8010 	1025 
8948 - 8011 	485 
7746 - 8012 	761 
2283 - 8013 	1546 
9180 - 8014 	3859 
758 - 8015 	998 
2129 - 8016 	218 
8422 - 8017 	1308 
4012 - 8018 	330 
9781 - 8019 	1613 
2328 - 8020 	1526 
703 - 8021 	270 
1065 - 8022 	1096 
7128 - 8023 	1167 
2987 - 8024 	694 
7477 - 8025 	298 
2619 - 8026 	93 
1524 - 8027 	831 
293 - 8028 	746 
3092 - 8029 	559 
7440 - 8030 	776 
2746 - 8031 	1588 
947 - 8032 	921 
2029 - 8033 	1254 
3107 - 8034 	871 
4657 - 8035 	1814 
4109 - 8036 	363 
3753 - 8037 	1955 
8705 - 8038 	840 
1739 - 8039 	1834 
7155 - 8040 	1456 
5877 - 8041 	125 
1820 - 8042 	1799 
7950 - 8043 	502 
2101 - 8044 	2797 
9851 - 8045 	578 
2921 - 8046 	392 
2546 - 8047 	5491 
2977 - 8048 	745 
8159 - 8049 	551 
5815 - 8050 	1700 
7112 - 8051 	1962 
5164 - 8052 	1056 
4208 - 8053 	1159 
9287 - 8054 	470 
1254 - 8055 	3657 
3295 - 8056 	2095 
3584 - 8057 	781 
1426 - 8058 	2167 
5428 - 8059 	312 
4964 - 8060 	1914 
2749 - 8061 	1420 
552 - 8062 	383 
5569 - 8063 	1157 
4105 - 8064 	483 
2920 - 8065 	401 
2953 - 8066 	854 
1446 - 8067 	183 
4092 - 8068 	462 
8272 - 8069 	675 
818 - 8070 	352 
6130 - 8071 	233 
74 - 8072 	1354 
710 - 8073 	316 
770 - 8074 	385 
885 - 8075 	308 
5503 - 8076 	820 
211 - 8077 	627 
1197 - 8078 	2345 
6412 - 8079 	2645 
5573 - 8080 	287 
7781 - 8081 	430 
1292 - 8082 	635 
6848 - 8083 	1094 
6038 - 8084 	1165 
9812 - 8085 	3877 
3935 - 8086 	1607 
150 - 8087 	703 
9467 - 8088 	3311 
5265 - 8089 	1152 
1671 - 8090 	907 
7468 - 8091 	1026 
1003 - 8092 	1692 
1375 - 8093 	836 
5436 - 8094 	506 
7282 - 8095 	1839 
3019 - 8096 	3526 
3882 - 8097 	264 
4777 - 8098 	876 
8656 - 8099 	261 
148 - 8100 	700 
2673 - 8101 	1443 
901 - 8102 	243 
9188 - 8103 	1807 
2930 - 8104 	606 
291 - 8105 	186 
4521 - 8106 	1575 
5852 - 8107 	891 
2938 - 8108 	1142 
8829 - 8109 	1197 
4121 - 8110 	716 
2947 - 8111 	2710 
8961 - 8112 	3618 
4066 - 8113 	1046 
3382 - 8114 	79 
835 - 8115 	312 
951 - 8116 	22 
7805 - 8117 	1123 
4244 - 8118 	2305 
7409 - 8119 	2638 
370 - 8120 	106 
8182 - 8121 	1703 
6975 - 8122 	201 
4450 - 8123 	1624 
8306 - 8124 	745 
4909 - 8125 	1557 
9680 - 8126 	3017 
2006 - 8127 	4686 
8159 - 8128 	827 
155 - 8129 	1110 
5941 - 8130 	294 
7073 - 8131 	1935 
605 - 8132 	183 
1857 - 8133 	1919 
6933 - 8134 	777 
7069 - 8135 	2342 
6369 - 8136 	1044 
7878 - 8137 	457 
7384 - 8138 	2461 
9801 - 8139 	2438 
5543 - 8140 	1107 
3400 - 8141 	1604 
8154 - 8142 	157 
6941 - 8143 	523 
2034 - 8144 	957 
5895 - 8145 	1391 
4197 - 8146 	12 
6732 - 8147 	1048 
5302 - 8148 	1073 
2424 - 8149 	635 
7918 - 8150 	1742 
8885 - 8151 	853 
4755 - 8152 	407 
8030 - 8153 	791 
413 - 8154 	996 
2244 - 8155 	606 
5641 - 8156 	1415 
7233 - 8157 	1024 
7312 - 8158 	1778 
1273 - 8159 	1014 
4067 - 8160 	1125 
9788 - 8161 	705 
3830 - 8162 	366 
5296 - 8163 	872 
8146 - 8164 	461 
4488 - 8165 	1137 
549 - 8166 	44 
197 - 8167 	832 
6960 - 8168 	4157 
6688 - 8169 	984 
851 - 8170 	1102 
6259 - 8171 	350 
2456 - 8172 	691 
3978 - 8173 	1841 
1976 - 8174 	2126 
7177 - 8175 	1203 
345 - 8176 	37 
5602 - 8177 	354 
298 - 8178 	662 
6886 - 8179 	1993 
9517 - 8180 	1327 
2994 - 8181 	3474 
7570 - 8182 	792 
3692 - 8183 	25 
3342 - 8184 	993 
3893 - 8185 	1055 
3317 - 8186 	885 
1579 - 8187 	394 
2967 - 8188 	1170 
6783 - 8189 	1053 
8246 - 8190 	1840 
3569 - 8191 	1637 
3604 - 8192 	1522 
1698 - 8193 	561 
8354 - 8194 	2957 
5356 - 8195 	836 
991 - 8196 	967 
2521 - 8197 	1051 
9101 - 8198 	13 
4637 - 8199 	261 
5 - 8200 	639 
9111 - 8201 	1203 
8532 - 8202 	1289 
8134 - 8203 	2868 
4850 - 8204 	773 
1461 - 8205 	2346 
3062 - 8206 	1226 
8646 - 8207 	418 
4302 - 8208 	25 
6756 - 8209 	1699 
5003 - 8210 	679 
887 - 8211 	254 
2732 - 8212 	1674 
9018 - 8213 	2832 
1527 - 8214 	88 
4371 - 8215 	1845 
7356 - 8216 	1380 
6676 - 8217 	158 
1929 - 8218 	739 
7042 - 8219 	1714 
3423 - 8220 	1017 
5123 - 8221 	147 
2369 - 8222 	1755 
3534 - 8223 	198 
3668 - 8224 	1168 
3557 - 8225 	1086 
6246 - 8226 	225 
4628 - 8227 	1162 
1355 - 8228 	808 
1131 - 8229 	1898 
5171 - 8230 	442 
7000 - 8231 	2513 
2731 - 8232 	2472 
9869 - 8233 	1658 
3799 - 8234 	1677 
4323 - 8235 	1575 
461 - 8236 	1120 
3223 - 8237 	5026 
985 - 8238 	767 
5853 - 8239 	1569 
6896 - 8240 	2165 
966 - 8241 	546 
4054 - 8242 	711 
1081 - 8243 	400 
2969 - 8244 	162 
9259 - 8245 	102 
2115 - 8246 	1607 
9737 - 8247 	2163 
4971 - 8248 	703 
686 - 8249 	2176 
2189 - 8250 	65 
758 - 8251 	1443 
5795 - 8252 	1097 
863 - 8253 	1575 
4306 - 8254 	1922 
4380 - 8255 	1807 
2017 - 8256 	95 
4644 - 8257 	835 
1 - 8258 	345 
8984 - 8259 	1849 
1122 - 8260 	1624 
3564 - 8261 	2083 
5107 - 8262 	1542 
5640 - 8263 	2547 
7278 - 8264 	1907 
3418 - 8265 	1387 
7458 - 8266 	1145 
9355 - 8267 	1188 
4882 - 8268 	1891 
2822 - 8269 	2679 
5267 - 8270 	2705 
5462 - 8271 	2816 
7331 - 8272 	690 
4918 - 8273 	2476 
8134 - 8274 	1298 
3895 - 8275 	874 
6158 - 8276 	192 
8813 - 8277 	281 
9860 - 8278 	939 
1125 - 8279 	511 
3560 - 8280 	727 
4993 - 8281 	1016 
29 - 8282 	1178 
5501 - 8283 	324 
9699 - 8284 	318 
1667 - 8285 	719 
1078 - 8286 	2707 
5913 - 8287 	627 
5213 - 8288 	227 
7953 - 8289 	1297 
1304 - 8290 	1760 
4164 - 8291 	5103 
3542 - 8292 	1677 
4377 - 8293 	1393 
3338 - 8294 	6057 
6357 - 8295 	601 
4211 - 8296 	2023 
1281 - 8297 	114 
9669 - 8298 	1395 
8107 - 8299 	1160 
7413 - 8300 	1377 
9135 - 8301 	1721 
6526 - 8302 	542 
7001 - 8303 	1924 
3912 - 8304 	851 
8443 - 8305 	82 
7626 - 8306 	73 
5757 - 8307 	1768 
3020 - 8308 	696 
7059 - 8309 	1809 
9228 - 8310 	2007 
2426 - 8311 	1773 
6565 - 8312 	982 
9995 - 8313 	478 
8773 - 8314 	643 
9060 - 8315 	2328 
5921 - 8316 	871 
9734 - 8317 	581 
1059 - 8318 	439 
738 - 8319 	1816 
1985 - 8320 	1103 
7372 - 8321 	1524 
7130 - 8322 	1662 
3529 - 8323 	21 
202 - 8324 	1056 
3651 - 8325 	1117 
8459 - 8326 	614 
7204 - 8327 	144 
5432 - 8328 	1889 
5250 - 8329 	1595 
7923 - 8330 	404 
4514 - 8331 	1314 
1888 - 8332 	614 
9674 - 8333 	466 
3059 - 8334 	1519 
9526 - 8335 	1221 
1367 - 8336 	446 
2619 - 8337 	612 
4622 - 8338 	588 
2295 - 8339 	1099 
6509 - 8340 	2047 
9668 - 8341 	3308 
7561 - 8342 	1097 
9785 - 8343 	2433 
8903 - 8344 	3606 
8893 - 8345 	1909 
1057 - 8346 	1256 
776 - 8347 	1847 
4782 - 8348 	386 
2343 - 8349 	3325 
268 - 8350 	188 
7221 - 8351 	1249 
2632 - 8352 	484 
3629 - 8353 	2678 
7094 - 8354 	1954 
4142 - 8355 	408 
4541 - 8356 	781 
4763 - 8357 	960 
2872 - 8358 	360 
3270 - 8359 	1563 
2785 - 8360 	1597 
692 - 8361 	7719 
5636 - 8362 	2379 
3258 - 8363 	398 
8448 - 8364 	407 
6868 - 8365 	874 
9552 - 8366 	289 
4669 - 8367 	196 
4000 - 8368 	1722 
4256 - 8369 	375 
9304 - 8370 	570 
5410 - 8371 	1125 
2865 - 8372 	156 
551 - 8373 	1190 
8090 - 8374 	602 
7029 - 8375 	832 
2177 - 8376 	2310 
1049 - 8377 	88 
5019 - 8378 	1187 
7065 - 8379 	1060 
8662 - 8380 	3131 
6955 - 8381 	4599 
6911 - 8382 	1250 
6156 - 8383 	1300 
7976 - 8384 	628 
1488 - 8385 	1505 
2872 - 8386 	152 
6680 - 8387 	1203 
5336 - 8388 	1618 
3242 - 8389 	751 
675 - 8390 	1300 
1183 - 8391 	797 
2790 - 8392 	530 
7261 - 8393 	205 
4409 - 8394 	197 
657 - 8395 	1735 
6589 - 8396 	250 
8332 - 8397 	629 
1851 - 8398 	487 
9710 - 8399 	200 
9143 - 8400 	1781 
8362 - 8401 	2332 
6363 - 8402 	718 
9021 - 8403 	791 
5653 - 8404 	922 
5197 - 8405 	58 
7313 - 8406 	1335 
9395 - 8407 	441 
3830 - 8408 	50 
5218 - 8409 	210 
6898 - 8410 	1442 
9572 - 8411 	919 
1588 - 8412 	1373 
751 - 8413 	853 
9870 - 8414 	2318 
6092 - 8415 	1198 
2877 - 8416 	1509 
6784 - 8417 	1101 
5483 - 8418 	503 
910 - 8419 	1691 
987 - 8420 	39 
8533 - 8421 	2630 
7619 - 8422 	1234 
2862 - 8423 	3489 
2191 - 8424 	405 
2260 - 8425 	1831 
5615 - 8426 	4595 
2394 - 8427 	1558 
1466 - 8428 	654 
6341 - 8429 	1534 
2754 - 8430 	766 
6456 - 8431 	181 
6482 - 8432 	1400 
6065 - 8433 	1031 
8187 - 8434 	645 
9489 - 8435 	813 
3491 - 8436 	420 
5286 - 8437 	1441 
5619 - 8438 	609 
3338 - 8439 	166 
5343 - 8440 	623 
7584 - 8441 	490 
7208 - 8442 	579 
467 - 8443 	641 
1 - 8444 	827 
7567 - 8445 	2067 
5810 - 8446 	3252 
8869 - 8447 	1560 
3840 - 8448 	1144 
5699 - 8449 	1761 
9213 - 8450 	488 
3809 - 8451 	477 
9788 - 8452 	2427 
3879 - 8453 	1241 
5651 - 8454 	1841 
5066 - 8455 	1180 
1503 - 8456 	1421 
8728 - 8457 	694 
127 - 8458 	3511 
8925 - 8459 	1003 
7690 - 8460 	1415 
485 - 8461 	866 
9648 - 8462 	593 
5900 - 8463 	3473 
4416 - 8464 	96 
5910 - 8465 	1532 
5516 - 8466 	1671 
5959 - 8467 	176 
3242 - 8468 	157 
3307 - 8469 	1536 
8501 - 8470 	140 
3082 - 8471 	177 
8601 - 8472 	3028 
8384 - 8473 	842 
3891 - 8474 	976 
1614 - 8475 	832 
2239 - 8476 	689 
2041 - 8477 	1416 
522 - 8478 	1692 
6539 - 8479 	1854 
2329 - 8480 	1826 
5736 - 8481 	20 
6136 - 8482 	2202 
2006 - 8483 	2706 
403 - 8484 	1187 
5226 - 8485 	1584 
1328 - 8486 	614 
8420 - 8487 	1290 
6282 - 8488 	1008 
3690 - 8489 	560 
8156 - 8490 	1108 
5421 - 8491 	1141 
137 - 8492 	619 
4347 - 8493 	573 
8971 - 8494 	315 
1613 - 8495 	522 
3153 - 8496 	697 
2836 - 8497 	1698 
7685 - 8498 	2630 
1474 - 8499 	1376 
7856 - 8500 	660 
5700 - 8501 	720 
4860 - 8502 	3066 
1620 - 8503 	684 
7847 - 8504 	567 
8983 - 8505 	570 
8123 - 8506 	1058 
2359 - 8507 	1341 
6688 - 8508 	280 
9184 - 8509 	1886 
724 - 8510 	196 
2796 - 8511 	562 
2193 - 8512 	1362 
3952 - 8513 	1041 
3611 - 8514 	1035 
4502 - 8515 	770 
370 - 8516 	452 
1355 - 8517 	523 
1517 - 8518 	265 
9911 - 8519 	1611 
644 - 8520 	1004 
9518 - 8521 	651 
4755 - 8522 	2550 
7441 - 8523 	552 
4980 - 8524 	1399 
3126 - 8525 	1955 
4685 - 8526 	2600 
6015 - 8527 	440 
583 - 8528 	1415 
2154 - 8529 	1227 
3071 - 8530 	3215 
7291 - 8531 	3514 
4328 - 8532 	1918 
3652 - 8533 	1432 
1118 - 8534 	1059 
3903 - 8535 	1361 
940 - 8536 	373 
8148 - 8537 	1659 
7042 - 8538 	510 
5307 - 8539 	1149 
8842 - 8540 	1292 
5124 - 8541 	2258 
2913 - 8542 	2431 
1511 - 8543 	1871 
7949 - 8544 	2156 
6130 - 8545 	234 
9670 - 8546 	621 
2977 - 8547 	1058 
1272 - 8548 	1248 
8570 - 8549 	389 
4456 - 8550 	1113 
1344 - 8551 	622 
6747 - 8552 	418 
1952 - 8553 	113 
6184 - 8554 	474 
4240 - 8555 	945 
6823 - 8556 	2383 
6214 - 8557 	251 
1204 - 8558 	1320 
445 - 8559 	1326 
2944 - 8560 	462 
60 - 8561 	164 
1537 - 8562 	613 
2077 - 8563 	1163 
5603 - 8564 	977 
1960 - 8565 	265 
8048 - 8566 	1429 
967 - 8567 	895 
5020 - 8568 	978 
5412 - 8569 	1457 
8719 - 8570 	1016 
4871 - 8571 	498 
4079 - 8572 	798 
8537 - 8573 	1519 
9023 - 8574 	807 
3886 - 8575 	547 
2670 - 8576 	5930 
570 - 8577 	2229 
8673 - 8578 	1504 
5896 - 8579 	321 
3709 - 8580 	1268 
1827 - 8581 	1035 
9165 - 8582 	1229 
7108 - 8583 	539 
6610 - 8584 	1047 
2881 - 8585 	1106 
5957 - 8586 	696 
5240 - 8587 	2151 
4648 - 8588 	412 
6511 - 8589 	844 
8695 - 8590 	2951 
6635 - 8591 	200 
8969 - 8592 	1909 
8698 - 8593 	4458 
2619 - 8594 	2706 
384 - 8595 	1208 
6530 - 8596 	1871 
1846 - 8597 	116 
941 - 8598 	1055 
5242 - 8599 	493 
6672 - 8600 	637 
242 - 8601 	723 
362 - 8602 	1175 
3713 - 8603 	426 
6385 - 8604 	53 
6030 - 8605 	1709 
1385 - 8606 	950 
7403 - 8607 	380 
155 - 8608 	1160 
4383 - 8609 	2111 
5427 - 8610 	1188 
6748 - 8611 	15 
3276 - 8612 	546 
5699 - 8613 	494 
6462 - 8614 	4070 
8975 - 8615 	1972 
9736 - 8616 	179 
6438 - 8617 	646 
5736 - 8618 	742 
180 - 8619 	2206 
4544 - 8620 	76 
3551 - 8621 	968 
314 - 8622 	465 
2130 - 8623 	1353 
2103 - 8624 	470 
4209 - 8625 	1968 
7180 - 8626 	3339 
9801 - 8627 	528 
3459 - 8628 	761 
3107 - 8629 	64 
3133 - 8630 	2695 
9691 - 8631 	254 
1614 - 8632 	1326 
2398 - 8633 	177 
1192 - 8634 	600 
206 - 8635 	611 
2156 - 8636 	3007 
747 - 8637 	73 
