Edge 	Weight
12739 - 3422 	3596 
5520 - 3423 	2201 
3830 - 3424 	3346 
10910 - 3425 	1872 
15185 - 3426 	8002 
17264 - 3427 	2883 
1285 - 3428 	690 
15990 - 3429 	3701 
1774 - 3430 	4453 
13948 - 3431 	6881 
14174 - 3432 	3505 
14227 - 3433 	2573 
12486 - 3434 	8848 
9573 - 3435 	1999 
7887 - 3436 	3397 
11913 - 3437 	516 
19544 - 3438 	4242 
11704 - 3439 	344 
13450 - 3440 	4034 
13174 - 3441 	1804 
11658 - 3442 	2299 
12873 - 3443 	2061 
10880 - 3444 	3948 
8072 - 3445 	1889 
11191 - 3446 	42 
2593 - 3447 	2139 
18161 - 3448 	3419 
13186 - 3449 	3414 
6638 - 3450 	284 
16603 - 3451 	2850 
5170 - 3452 	1128 
314 - 3453 	2599 
15911 - 3454 	1909 
17479 - 3455 	2223 
1293 - 3456 	3438 
9135 - 3457 	1489 
16264 - 3458 	2245 
3177 - 3459 	4889 
1540 - 3460 	2969 
14816 - 3461 	139 
14175 - 3462 	2811 
15834 - 3463 	692 
10809 - 3464 	2750 
6825 - 3465 	1178 
16422 - 3466 	1004 
16547 - 3467 	658 
323 - 3468 	2476 
2939 - 3469 	731 
7370 - 3470 	3739 
15607 - 3471 	360 
5523 - 3472 	3352 
14708 - 3473 	574 
921 - 3474 	1221 
17170 - 3475 	3701 
18306 - 3476 	10223 
15209 - 3477 	566 
10622 - 3478 	2536 
19567 - 3479 	1991 
11676 - 3480 	1508 
17442 - 3481 	1581 
16357 - 3482 	2507 
16120 - 3483 	2149 
18582 - 3484 	1399 
4510 - 3485 	2616 
3452 - 3486 	2443 
17797 - 3487 	1860 
2601 - 3488 	230 
12738 - 3489 	99 
652 - 3490 	6539 
9210 - 3491 	4123 
11186 - 3492 	2788 
11743 - 3493 	3350 
13331 - 3494 	15 
3746 - 3495 	2194 
19868 - 3496 	6720 
2418 - 3497 	2489 
3938 - 3498 	2067 
9847 - 3499 	3224 
18627 - 3500 	4010 
9547 - 3501 	4105 
8147 - 3502 	1222 
18527 - 3503 	3378 
17288 - 3504 	7002 
6396 - 3505 	574 
6998 - 3506 	1611 
5634 - 3507 	6677 
8860 - 3508 	2025 
14800 - 3509 	880 
12526 - 3510 	409 
15849 - 3511 	2919 
5970 - 3512 	4094 
15414 - 3513 	5775 
6562 - 3514 	2761 
1407 - 3515 	2832 
6711 - 3516 	34 
11209 - 3517 	681 
6282 - 3518 	1917 
3662 - 3519 	3206 
19002 - 3520 	360 
10448 - 3521 	2718 
5827 - 3522 	4983 
379 - 3523 	10305 
15315 - 3524 	726 
9376 - 3525 	5171 
4909 - 3526 	2719 
8936 - 3527 	2236 
226 - 3528 	647 
18559 - 3529 	1869 
6832 - 3530 	2112 
2023 - 3531 	93 
9188 - 3532 	1285 
13619 - 3533 	2701 
4869 - 3534 	3830 
9145 - 3535 	8812 
16880 - 3536 	6710 
14406 - 3537 	782 
3301 - 3538 	1229 
4203 - 3539 	1208 
16009 - 3540 	384 
16455 - 3541 	2294 
17090 - 3542 	9786 
19600 - 3543 	3118 
6594 - 3544 	5057 
3725 - 3545 	609 
4081 - 3546 	2199 
15837 - 3547 	1373 
7214 - 3548 	833 
4337 - 3549 	2690 
19937 - 3550 	887 
14220 - 3551 	1514 
7564 - 3552 	2631 
5750 - 3553 	2233 
3620 - 3554 	3349 
10579 - 3555 	1474 
15554 - 3556 	1956 
4073 - 3557 	1581 
2018 - 3558 	418 
6501 - 3559 	636 
1217 - 3560 	4063 
10319 - 3561 	3257 
771 - 3562 	7356 
4987 - 3563 	1593 
2529 - 3564 	4044 
14144 - 3565 	4874 
4489 - 3566 	7233 
18558 - 3567 	5469 
16073 - 3568 	4075 
1070 - 3569 	6631 
868 - 3570 	2372 
16692 - 3571 	1854 
15101 - 3572 	2345 
16384 - 3573 	5668 
4083 - 3574 	9014 
10 - 3575 	2532 
14596 - 3576 	2338 
7693 - 3577 	3229 
13564 - 3578 	3041 
6251 - 3579 	209 
717 - 3580 	3294 
2976 - 3581 	2524 
12962 - 3582 	2600 
12764 - 3583 	2059 
16196 - 3584 	2634 
8514 - 3585 	192 
8118 - 3586 	2947 
9445 - 3587 	1635 
15608 - 3588 	3463 
14544 - 3589 	1151 
18508 - 3590 	237 
4494 - 3591 	472 
17926 - 3592 	60 
14939 - 3593 	2280 
3631 - 3594 	1002 
12174 - 3595 	2646 
5513 - 3596 	1036 
12599 - 3597 	2211 
19237 - 3598 	4465 
4973 - 3599 	181 
7371 - 3600 	154 
364 - 3601 	3654 
11271 - 3602 	145 
5533 - 3603 	5333 
9385 - 3604 	102 
16696 - 3605 	501 
6229 - 3606 	4501 
203 - 3607 	2628 
846 - 3608 	720 
4124 - 3609 	6687 
12173 - 3610 	4301 
2441 - 3611 	933 
10038 - 3612 	1568 
12302 - 3613 	6040 
12633 - 3614 	1468 
15284 - 3615 	1080 
11987 - 3616 	4047 
9142 - 3617 	4607 
17875 - 3618 	626 
11563 - 3619 	2258 
7284 - 3620 	3420 
3590 - 3621 	269 
15261 - 3622 	6270 
5149 - 3623 	5676 
4161 - 3624 	1616 
10455 - 3625 	4005 
3879 - 3626 	240 
6869 - 3627 	2360 
16119 - 3628 	1659 
2264 - 3629 	268 
15066 - 3630 	6135 
11731 - 3631 	2081 
3636 - 3632 	2707 
15021 - 3633 	3336 
13058 - 3634 	3258 
2794 - 3635 	2394 
9742 - 3636 	4431 
14552 - 3637 	2829 
11132 - 3638 	986 
5045 - 3639 	853 
16496 - 3640 	1923 
3756 - 3641 	2195 
17031 - 3642 	3650 
5788 - 3643 	8601 
8130 - 3644 	791 
9676 - 3645 	1955 
1469 - 3646 	364 
9649 - 3647 	1838 
9114 - 3648 	5722 
7571 - 3649 	2616 
7433 - 3650 	1797 
13624 - 3651 	3354 
12743 - 3652 	5382 
3308 - 3653 	1937 
1293 - 3654 	546 
8625 - 3655 	295 
14844 - 3656 	577 
7852 - 3657 	5923 
16661 - 3658 	3260 
13 - 3659 	893 
4695 - 3660 	6390 
16097 - 3661 	948 
7339 - 3662 	285 
359 - 3663 	526 
14785 - 3664 	1035 
2955 - 3665 	3973 
15280 - 3666 	260 
18252 - 3667 	1989 
9791 - 3668 	1072 
1634 - 3669 	1104 
17579 - 3670 	5774 
12746 - 3671 	1795 
18133 - 3672 	927 
13574 - 3673 	930 
1853 - 3674 	2328 
2851 - 3675 	920 
6785 - 3676 	2527 
7066 - 3677 	3898 
4215 - 3678 	51 
17529 - 3679 	3772 
4370 - 3680 	1372 
11720 - 3681 	3730 
4300 - 3682 	2830 
4477 - 3683 	2952 
4395 - 3684 	5588 
14039 - 3685 	2203 
11787 - 3686 	2095 
13203 - 3687 	51 
13957 - 3688 	1342 
6033 - 3689 	2545 
9711 - 3690 	14232 
10125 - 3691 	3855 
3048 - 3692 	6190 
2230 - 3693 	1990 
13745 - 3694 	2703 
9129 - 3695 	808 
7076 - 3696 	24 
18359 - 3697 	1702 
17292 - 3698 	966 
14164 - 3699 	3310 
5610 - 3700 	528 
4926 - 3701 	597 
16094 - 3702 	1798 
11750 - 3703 	314 
16325 - 3704 	9463 
8631 - 3705 	537 
6610 - 3706 	2266 
11838 - 3707 	386 
11928 - 3708 	3885 
15431 - 3709 	6597 
3460 - 3710 	3011 
7914 - 3711 	5706 
15379 - 3712 	1639 
14598 - 3713 	5199 
18728 - 3714 	659 
3949 - 3715 	3514 
17187 - 3716 	2778 
12240 - 3717 	3096 
747 - 3718 	1197 
68 - 3719 	855 
15763 - 3720 	1703 
19044 - 3721 	1174 
3803 - 3722 	2881 
18894 - 3723 	117 
19420 - 3724 	12597 
10929 - 3725 	119 
959 - 3726 	1083 
9820 - 3727 	3640 
17295 - 3728 	1277 
18206 - 3729 	1957 
9603 - 3730 	3441 
4861 - 3731 	2508 
18832 - 3732 	5580 
4463 - 3733 	1976 
13970 - 3734 	505 
18231 - 3735 	960 
9189 - 3736 	3641 
5908 - 3737 	6690 
11454 - 3738 	659 
17193 - 3739 	2011 
7523 - 3740 	3604 
17293 - 3741 	9056 
3938 - 3742 	900 
12141 - 3743 	1989 
17438 - 3744 	3460 
287 - 3745 	2184 
9536 - 3746 	711 
2859 - 3747 	925 
11867 - 3748 	58 
7786 - 3749 	341 
17631 - 3750 	1172 
12535 - 3751 	832 
12229 - 3752 	4435 
933 - 3753 	1591 
3511 - 3754 	4520 
988 - 3755 	2052 
8725 - 3756 	2959 
2948 - 3757 	3182 
4605 - 3758 	589 
13417 - 3759 	310 
18379 - 3760 	7906 
13216 - 3761 	1569 
14176 - 3762 	442 
4747 - 3763 	304 
15102 - 3764 	971 
18262 - 3765 	674 
12374 - 3766 	5286 
18231 - 3767 	51 
19786 - 3768 	1658 
9650 - 3769 	4511 
6476 - 3770 	1008 
17753 - 3771 	3025 
1100 - 3772 	3872 
7541 - 3773 	3046 
11784 - 3774 	1283 
13191 - 3775 	123 
7274 - 3776 	1173 
10343 - 3777 	2254 
17097 - 3778 	2567 
3576 - 3779 	11 
9038 - 3780 	1159 
2382 - 3781 	1629 
4752 - 3782 	3758 
5089 - 3783 	2616 
5541 - 3784 	412 
4047 - 3785 	1987 
18344 - 3786 	633 
4505 - 3787 	2413 
2169 - 3788 	3642 
739 - 3789 	1430 
5512 - 3790 	1324 
12922 - 3791 	1246 
15363 - 3792 	1977 
15585 - 3793 	2992 
1007 - 3794 	4076 
11068 - 3795 	4667 
14545 - 3796 	5616 
19742 - 3797 	1705 
11880 - 3798 	2938 
13187 - 3799 	29 
11215 - 3800 	3355 
13054 - 3801 	1496 
11043 - 3802 	128 
17438 - 3803 	1301 
19010 - 3804 	2347 
1732 - 3805 	3419 
8361 - 3806 	668 
1087 - 3807 	2554 
1829 - 3808 	777 
8977 - 3809 	804 
8989 - 3810 	3569 
13001 - 3811 	2810 
2615 - 3812 	451 
10997 - 3813 	612 
9618 - 3814 	1439 
6344 - 3815 	3844 
16320 - 3816 	2729 
12047 - 3817 	2577 
9818 - 3818 	2809 
4682 - 3819 	113 
19613 - 3820 	11234 
19096 - 3821 	6656 
7771 - 3822 	3625 
3002 - 3823 	2227 
11178 - 3824 	1811 
10765 - 3825 	906 
5622 - 3826 	114 
1261 - 3827 	1917 
17441 - 3828 	393 
13443 - 3829 	1563 
16590 - 3830 	2940 
19997 - 3831 	383 
19636 - 3832 	1659 
4255 - 3833 	8411 
2092 - 3834 	275 
6379 - 3835 	3189 
2308 - 3836 	3387 
4675 - 3837 	1118 
6401 - 3838 	644 
1449 - 3839 	2471 
7532 - 3840 	9695 
18639 - 3841 	710 
680 - 3842 	6453 
2074 - 3843 	625 
11522 - 3844 	802 
17040 - 3845 	386 
2633 - 3846 	3524 
17826 - 3847 	3296 
5577 - 3848 	2436 
2502 - 3849 	997 
7864 - 3850 	2595 
6330 - 3851 	15 
1846 - 3852 	2892 
19739 - 3853 	1896 
19101 - 3854 	39 
12932 - 3855 	2338 
10449 - 3856 	681 
17200 - 3857 	1160 
13546 - 3858 	3186 
17076 - 3859 	3923 
3147 - 3860 	2163 
674 - 3861 	2663 
11837 - 3862 	3696 
9406 - 3863 	971 
633 - 3864 	5766 
9420 - 3865 	920 
16222 - 3866 	5925 
14274 - 3867 	417 
4515 - 3868 	2395 
14962 - 3869 	4759 
12453 - 3870 	4363 
10252 - 3871 	1883 
11583 - 3872 	4912 
18348 - 3873 	146 
16456 - 3874 	688 
2637 - 3875 	9571 
1116 - 3876 	1874 
7778 - 3877 	1644 
8913 - 3878 	3965 
12139 - 3879 	618 
12143 - 3880 	1155 
13756 - 3881 	3308 
1970 - 3882 	1801 
17149 - 3883 	4265 
11125 - 3884 	877 
13322 - 3885 	341 
18107 - 3886 	4146 
13672 - 3887 	3056 
4710 - 3888 	4921 
19651 - 3889 	3074 
7990 - 3890 	5518 
12405 - 3891 	1133 
15633 - 3892 	2527 
17507 - 3893 	3466 
12664 - 3894 	5629 
13317 - 3895 	1696 
10560 - 3896 	4989 
7792 - 3897 	338 
9794 - 3898 	2267 
6126 - 3899 	1158 
6549 - 3900 	978 
12976 - 3901 	1513 
12738 - 3902 	1722 
10218 - 3903 	3355 
18202 - 3904 	4135 
15196 - 3905 	421 
8233 - 3906 	98 
7680 - 3907 	4524 
15119 - 3908 	1518 
11630 - 3909 	1783 
8620 - 3910 	1487 
17481 - 3911 	1735 
16174 - 3912 	2261 
4452 - 3913 	570 
15188 - 3914 	1011 
13738 - 3915 	3396 
7977 - 3916 	3765 
5091 - 3917 	3416 
1270 - 3918 	876 
7485 - 3919 	3827 
14977 - 3920 	2871 
17591 - 3921 	5902 
11060 - 3922 	1581 
19900 - 3923 	3207 
19343 - 3924 	2681 
19272 - 3925 	2490 
18833 - 3926 	1925 
2696 - 3927 	1881 
3992 - 3928 	1104 
14240 - 3929 	1663 
7938 - 3930 	1750 
12438 - 3931 	249 
9807 - 3932 	890 
10379 - 3933 	2375 
7618 - 3934 	7498 
7406 - 3935 	696 
10520 - 3936 	2701 
16316 - 3937 	2086 
5729 - 3938 	559 
19099 - 3939 	5441 
17134 - 3940 	550 
17245 - 3941 	5010 
5422 - 3942 	7741 
9498 - 3943 	3466 
8158 - 3944 	2845 
10553 - 3945 	4174 
16831 - 3946 	1159 
4060 - 3947 	1191 
958 - 3948 	1131 
6552 - 3949 	1981 
16000 - 3950 	2097 
2803 - 3951 	3584 
18581 - 3952 	4349 
16899 - 3953 	3559 
5712 - 3954 	2085 
14341 - 3955 	3942 
18246 - 3956 	2878 
15110 - 3957 	686 
3007 - 3958 	1144 
11317 - 3959 	9 
19471 - 3960 	463 
1972 - 3961 	1461 
16347 - 3962 	1980 
11784 - 3963 	465 
6653 - 3964 	2835 
14978 - 3965 	424 
17832 - 3966 	3080 
10751 - 3967 	2647 
5209 - 3968 	1464 
2181 - 3969 	149 
1149 - 3970 	246 
14247 - 3971 	2109 
11696 - 3972 	1989 
872 - 3973 	549 
15209 - 3974 	4607 
60 - 3975 	508 
5762 - 3976 	454 
10396 - 3977 	4035 
1686 - 3978 	2697 
1206 - 3979 	1541 
4346 - 3980 	296 
394 - 3981 	2255 
18043 - 3982 	1673 
9869 - 3983 	683 
8915 - 3984 	1763 
16626 - 3985 	4834 
17339 - 3986 	577 
14263 - 3987 	4091 
14399 - 3988 	483 
14946 - 3989 	5154 
18242 - 3990 	199 
9994 - 3991 	914 
16477 - 3992 	1882 
10939 - 3993 	4155 
9801 - 3994 	2016 
4285 - 3995 	909 
11547 - 3996 	2234 
4507 - 3997 	288 
11146 - 3998 	6322 
3640 - 3999 	3430 
18414 - 4000 	3055 
10311 - 4001 	2983 
2416 - 4002 	1550 
19290 - 4003 	2306 
12442 - 4004 	246 
3330 - 4005 	2456 
15612 - 4006 	4520 
6572 - 4007 	5061 
14535 - 4008 	6708 
15269 - 4009 	2780 
16235 - 4010 	4518 
19131 - 4011 	3097 
7805 - 4012 	1197 
6609 - 4013 	912 
17720 - 4014 	5115 
12710 - 4015 	226 
18591 - 4016 	2973 
7863 - 4017 	134 
8983 - 4018 	1129 
5815 - 4019 	3141 
10253 - 4020 	2325 
7728 - 4021 	709 
2160 - 4022 	5066 
14299 - 4023 	3100 
8507 - 4024 	1830 
6882 - 4025 	2175 
18224 - 4026 	1417 
15862 - 4027 	1627 
4890 - 4028 	709 
3855 - 4029 	1041 
15956 - 4030 	1441 
14503 - 4031 	2388 
17831 - 4032 	3310 
13647 - 4033 	1813 
10213 - 4034 	669 
10063 - 4035 	727 
13618 - 4036 	4 
7272 - 4037 	2737 
18846 - 4038 	4763 
883 - 4039 	169 
13665 - 4040 	362 
11521 - 4041 	2675 
11033 - 4042 	3358 
17972 - 4043 	1212 
9031 - 4044 	845 
12905 - 4045 	864 
10470 - 4046 	5338 
18595 - 4047 	74 
16043 - 4048 	4665 
12781 - 4049 	3380 
13718 - 4050 	6058 
11825 - 4051 	106 
16372 - 4052 	2948 
2548 - 4053 	70 
14861 - 4054 	1720 
16900 - 4055 	3547 
1243 - 4056 	6783 
1130 - 4057 	3013 
13583 - 4058 	755 
10475 - 4059 	3151 
11694 - 4060 	196 
11785 - 4061 	40 
2994 - 4062 	167 
13858 - 4063 	2719 
10986 - 4064 	751 
11848 - 4065 	1750 
3317 - 4066 	11879 
1024 - 4067 	2691 
11460 - 4068 	2365 
18309 - 4069 	2409 
4830 - 4070 	903 
12538 - 4071 	433 
3776 - 4072 	318 
16872 - 4073 	544 
9556 - 4074 	3617 
7994 - 4075 	1485 
7207 - 4076 	1482 
19981 - 4077 	1138 
18362 - 4078 	3247 
5134 - 4079 	1260 
14317 - 4080 	3444 
17997 - 4081 	1083 
10740 - 4082 	3832 
2971 - 4083 	2988 
4244 - 4084 	494 
11963 - 4085 	1950 
9182 - 4086 	6 
14224 - 4087 	593 
14213 - 4088 	4314 
19862 - 4089 	3777 
3379 - 4090 	843 
12621 - 4091 	2114 
13834 - 4092 	3793 
4418 - 4093 	3658 
19732 - 4094 	818 
17089 - 4095 	1593 
15261 - 4096 	44 
19039 - 4097 	4871 
15802 - 4098 	8099 
6524 - 4099 	2864 
15364 - 4100 	592 
19948 - 4101 	402 
15536 - 4102 	2149 
2664 - 4103 	5586 
4090 - 4104 	222 
15868 - 4105 	3009 
1182 - 4106 	7463 
10747 - 4107 	3593 
11587 - 4108 	1742 
14720 - 4109 	3667 
394 - 4110 	6103 
3268 - 4111 	1870 
14859 - 4112 	6376 
13368 - 4113 	618 
14914 - 4114 	135 
16669 - 4115 	2469 
251 - 4116 	2862 
17499 - 4117 	2621 
1213 - 4118 	3671 
7696 - 4119 	4358 
4983 - 4120 	1822 
14580 - 4121 	1708 
13836 - 4122 	4391 
8168 - 4123 	3594 
13173 - 4124 	52 
11485 - 4125 	1060 
9575 - 4126 	582 
7970 - 4127 	2539 
19100 - 4128 	1298 
11463 - 4129 	967 
14865 - 4130 	473 
19406 - 4131 	4910 
19651 - 4132 	1301 
1533 - 4133 	806 
15016 - 4134 	1646 
522 - 4135 	670 
9696 - 4136 	7819 
682 - 4137 	1883 
12204 - 4138 	4236 
19545 - 4139 	1407 
15702 - 4140 	2859 
8241 - 4141 	3103 
6928 - 4142 	4535 
10169 - 4143 	6518 
18859 - 4144 	770 
15620 - 4145 	5475 
16552 - 4146 	1893 
7780 - 4147 	995 
19370 - 4148 	3583 
1449 - 4149 	2636 
14297 - 4150 	3844 
16630 - 4151 	548 
13336 - 4152 	443 
7074 - 4153 	1641 
3994 - 4154 	878 
12074 - 4155 	5952 
11303 - 4156 	2121 
6967 - 4157 	1170 
12750 - 4158 	1599 
14154 - 4159 	977 
14206 - 4160 	754 
19563 - 4161 	3073 
7068 - 4162 	1416 
8671 - 4163 	2019 
10489 - 4164 	1036 
9108 - 4165 	4626 
5270 - 4166 	3902 
10384 - 4167 	1803 
1654 - 4168 	1747 
9672 - 4169 	654 
281 - 4170 	1319 
11697 - 4171 	8206 
180 - 4172 	1257 
11813 - 4173 	10784 
3464 - 4174 	450 
18965 - 4175 	2374 
6158 - 4176 	1819 
9936 - 4177 	3654 
7014 - 4178 	973 
1937 - 4179 	37 
13800 - 4180 	1455 
16643 - 4181 	1808 
8412 - 4182 	2589 
9527 - 4183 	2421 
1224 - 4184 	1054 
14319 - 4185 	5116 
6552 - 4186 	3477 
3729 - 4187 	4511 
15313 - 4188 	5127 
650 - 4189 	1728 
16549 - 4190 	1136 
4360 - 4191 	2532 
11077 - 4192 	1587 
6053 - 4193 	2976 
18796 - 4194 	6499 
3657 - 4195 	6925 
9716 - 4196 	1469 
15841 - 4197 	2066 
2192 - 4198 	4190 
6080 - 4199 	9403 
19698 - 4200 	1470 
15840 - 4201 	3064 
8764 - 4202 	3276 
16504 - 4203 	2034 
15012 - 4204 	4463 
2623 - 4205 	12 
821 - 4206 	1864 
19858 - 4207 	2085 
4722 - 4208 	5360 
17197 - 4209 	3665 
7381 - 4210 	94 
19876 - 4211 	1573 
2803 - 4212 	2511 
11583 - 4213 	808 
39 - 4214 	1199 
15007 - 4215 	2301 
4344 - 4216 	3405 
4526 - 4217 	3632 
5645 - 4218 	1242 
2650 - 4219 	286 
4643 - 4220 	1660 
11549 - 4221 	2716 
12125 - 4222 	6599 
10611 - 4223 	1149 
2096 - 4224 	1484 
11865 - 4225 	1654 
4911 - 4226 	391 
10302 - 4227 	1013 
2725 - 4228 	2858 
7633 - 4229 	3508 
3253 - 4230 	99 
13370 - 4231 	2221 
4934 - 4232 	4853 
6255 - 4233 	1158 
6040 - 4234 	2631 
8757 - 4235 	297 
9566 - 4236 	1121 
11484 - 4237 	3238 
18552 - 4238 	3220 
10332 - 4239 	1684 
13058 - 4240 	805 
9713 - 4241 	1648 
2049 - 4242 	1186 
5735 - 4243 	3354 
10845 - 4244 	1997 
13337 - 4245 	439 
12620 - 4246 	86 
7810 - 4247 	7923 
15253 - 4248 	1894 
10617 - 4249 	1435 
7195 - 4250 	2000 
10097 - 4251 	441 
219 - 4252 	1587 
9070 - 4253 	4318 
2866 - 4254 	2815 
2858 - 4255 	2766 
2033 - 4256 	10638 
19801 - 4257 	1268 
17574 - 4258 	453 
17372 - 4259 	1599 
16153 - 4260 	5287 
8118 - 4261 	3135 
6121 - 4262 	1965 
19059 - 4263 	3345 
4850 - 4264 	5161 
19883 - 4265 	3841 
7166 - 4266 	1561 
15844 - 4267 	2237 
2504 - 4268 	1421 
3644 - 4269 	713 
1853 - 4270 	6687 
12376 - 4271 	5492 
16141 - 4272 	3762 
8939 - 4273 	4260 
19538 - 4274 	4856 
4982 - 4275 	1929 
17327 - 4276 	2250 
4247 - 4277 	173 
9309 - 4278 	7817 
5705 - 4279 	3509 
3326 - 4280 	2594 
13239 - 4281 	1408 
16948 - 4282 	4546 
12447 - 4283 	5349 
18736 - 4284 	1113 
8495 - 4285 	3369 
4663 - 4286 	1595 
7557 - 4287 	1000 
4666 - 4288 	2423 
19034 - 4289 	2801 
1982 - 4290 	880 
2955 - 4291 	3385 
5805 - 4292 	3311 
3961 - 4293 	942 
9132 - 4294 	2266 
12909 - 4295 	917 
6030 - 4296 	8052 
12167 - 4297 	628 
10617 - 4298 	3805 
12011 - 4299 	1338 
14427 - 4300 	1191 
19177 - 4301 	3787 
3925 - 4302 	1310 
11395 - 4303 	2434 
2000 - 4304 	3127 
10807 - 4305 	3469 
5608 - 4306 	2827 
3056 - 4307 	1959 
18127 - 4308 	2763 
7731 - 4309 	1383 
1918 - 4310 	507 
14236 - 4311 	2040 
11275 - 4312 	3243 
15173 - 4313 	2800 
430 - 4314 	6060 
2450 - 4315 	2943 
8108 - 4316 	333 
1168 - 4317 	613 
159 - 4318 	5408 
3082 - 4319 	3041 
13334 - 4320 	1432 
539 - 4321 	1166 
19378 - 4322 	853 
9757 - 4323 	2070 
13905 - 4324 	1458 
6296 - 4325 	1345 
3449 - 4326 	4204 
17574 - 4327 	1746 
3808 - 4328 	3568 
6345 - 4329 	2625 
8442 - 4330 	2675 
1366 - 4331 	2490 
9004 - 4332 	2494 
19736 - 4333 	2324 
15288 - 4334 	4589 
14676 - 4335 	725 
18413 - 4336 	7762 
10642 - 4337 	4308 
15800 - 4338 	3531 
10788 - 4339 	1653 
10412 - 4340 	4381 
1020 - 4341 	1060 
17111 - 4342 	1449 
14617 - 4343 	542 
4898 - 4344 	3066 
128 - 4345 	2 
12782 - 4346 	1272 
15099 - 4347 	719 
1869 - 4348 	2481 
3743 - 4349 	2787 
19830 - 4350 	2796 
18628 - 4351 	1686 
17013 - 4352 	1698 
18320 - 4353 	4437 
3858 - 4354 	2665 
11924 - 4355 	1336 
5291 - 4356 	3128 
7595 - 4357 	3033 
17273 - 4358 	4622 
3364 - 4359 	1419 
10841 - 4360 	498 
11417 - 4361 	4004 
12584 - 4362 	2360 
1752 - 4363 	2105 
9573 - 4364 	5027 
7616 - 4365 	2787 
15739 - 4366 	6456 
18015 - 4367 	846 
16747 - 4368 	2120 
12373 - 4369 	774 
4235 - 4370 	1331 
18643 - 4371 	4103 
16190 - 4372 	1439 
15510 - 4373 	4238 
10398 - 4374 	2085 
14273 - 4375 	49 
10949 - 4376 	2484 
5020 - 4377 	6883 
2623 - 4378 	79 
7091 - 4379 	1694 
19107 - 4380 	5361 
115 - 4381 	6020 
3860 - 4382 	27 
16079 - 4383 	71 
15086 - 4384 	236 
5743 - 4385 	2348 
5251 - 4386 	1201 
19302 - 4387 	1248 
9478 - 4388 	105 
7495 - 4389 	630 
1325 - 4390 	2946 
5105 - 4391 	2500 
6422 - 4392 	2734 
10840 - 4393 	1800 
16585 - 4394 	2032 
6284 - 4395 	1710 
15571 - 4396 	4032 
1989 - 4397 	1127 
1900 - 4398 	1973 
7131 - 4399 	1999 
13401 - 4400 	255 
5989 - 4401 	223 
19768 - 4402 	2937 
19410 - 4403 	2063 
14891 - 4404 	2318 
9352 - 4405 	810 
5271 - 4406 	645 
16146 - 4407 	1389 
3383 - 4408 	1909 
2066 - 4409 	1161 
3733 - 4410 	1454 
11592 - 4411 	695 
8487 - 4412 	2671 
1202 - 4413 	5517 
4138 - 4414 	4140 
5548 - 4415 	2056 
9554 - 4416 	7403 
7757 - 4417 	1113 
16210 - 4418 	542 
18369 - 4419 	4068 
11149 - 4420 	2563 
10469 - 4421 	4796 
3767 - 4422 	1499 
6922 - 4423 	3855 
18007 - 4424 	4869 
9503 - 4425 	1013 
6226 - 4426 	199 
11476 - 4427 	806 
8994 - 4428 	3215 
32 - 4429 	2703 
6303 - 4430 	426 
857 - 4431 	2845 
11251 - 4432 	1597 
2759 - 4433 	2296 
11855 - 4434 	2150 
11260 - 4435 	7547 
16337 - 4436 	2136 
3301 - 4437 	4610 
10351 - 4438 	5185 
11814 - 4439 	497 
1399 - 4440 	3218 
5961 - 4441 	1811 
6917 - 4442 	2054 
19529 - 4443 	2395 
17227 - 4444 	134 
13416 - 4445 	2095 
8008 - 4446 	1397 
17701 - 4447 	1448 
12070 - 4448 	2170 
10820 - 4449 	1294 
12428 - 4450 	535 
3647 - 4451 	2363 
8321 - 4452 	3551 
8029 - 4453 	1137 
354 - 4454 	4658 
15815 - 4455 	1972 
16492 - 4456 	3082 
2701 - 4457 	1816 
13135 - 4458 	2121 
2372 - 4459 	4700 
6962 - 4460 	4488 
12934 - 4461 	448 
1302 - 4462 	1409 
16044 - 4463 	1605 
3140 - 4464 	1551 
4818 - 4465 	4346 
15390 - 4466 	8168 
1497 - 4467 	4254 
7509 - 4468 	886 
7567 - 4469 	1351 
6855 - 4470 	2259 
19688 - 4471 	1130 
15094 - 4472 	680 
19946 - 4473 	2799 
8217 - 4474 	2683 
17469 - 4475 	4110 
3290 - 4476 	1671 
990 - 4477 	2210 
7112 - 4478 	1293 
6738 - 4479 	2971 
6616 - 4480 	800 
4210 - 4481 	2518 
9819 - 4482 	4708 
6137 - 4483 	9041 
6573 - 4484 	892 
2537 - 4485 	2346 
17663 - 4486 	1925 
1210 - 4487 	135 
17639 - 4488 	828 
18598 - 4489 	5625 
15318 - 4490 	2712 
3553 - 4491 	1375 
10635 - 4492 	574 
18069 - 4493 	4450 
12306 - 4494 	2558 
14744 - 4495 	1089 
3145 - 4496 	1202 
16730 - 4497 	3202 
11668 - 4498 	4836 
2548 - 4499 	2404 
739 - 4500 	2507 
2241 - 4501 	4233 
14255 - 4502 	2644 
10604 - 4503 	2732 
4510 - 4504 	472 
13176 - 4505 	1931 
8649 - 4506 	1140 
19984 - 4507 	278 
844 - 4508 	544 
7279 - 4509 	1207 
16067 - 4510 	1523 
4636 - 4511 	1189 
1326 - 4512 	4768 
5999 - 4513 	3698 
10033 - 4514 	3284 
7945 - 4515 	128 
17227 - 4516 	880 
10036 - 4517 	6436 
132 - 4518 	367 
9572 - 4519 	1142 
9539 - 4520 	4470 
11725 - 4521 	255 
2673 - 4522 	805 
